Name,Address,City,State,Zip,Phone,Website,Rating,Reviews,PlaceID,Lat,Lng
Dental Care at Meadow Ridge,1610 Providence Rd S Ste 102,Waxhaw,NC,28173,(980) 552-8042,http://dentalcareatmeadowridge.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,217,ChIJnxbT3TEpVIgRXecdhLUjrx0,34.98768099999999,-80.77452199999999
LandMark Dentistry - Wesley Chapel,5922 Weddington Rd Ste A2,Wesley,NC,28104,(704) 318-4208,https://thelandmarksmile.com/wesley-chapel/?utm_source=google&utm_medium=organic&utm_campaign=gmb-wesley-chapel,,822,ChIJs5fTriIvVIgRLPDovX283Sc,34.9996049,-80.6990553
Signature Periodontics & Implant Dentistry: Waxhaw,514 N Broome St,Waxhaw,NC,28173,(704) 919-0454,https://www.signatureperiodontics.com/,,282,ChIJP4XbKJErVIgRiPmzn0oXbOg,34.9282287,-80.7439818
Waxhaw Health & Wellness,E,101,Waxhaw,,,http://www.waxhawhealthwellness.com/,,13,ChIJSWoGo8QrVIgReJPwX8d02Y8,34.9379835,-80.7494347
Waxhaw Family Vision Care OD  PLLC,3909 H,Providence,Waxhaw,,(704) 843-3053,http://www.waxhawvision.com/,,1112,ChIJSytBv8QrVIgR4xCJbKUyu84,34.9376882,-80.7505217
Dwayne's Auto Repair,4521 Helms Rd,Waxhaw,NC,28173,(980) 256-9179,,,32,ChIJExobEfsrVIgRQCxs7rplwrE,34.9225327,-80.7664989
Waxhaw Candle Company,113 W South Main St,Waxhaw,NC,28173,(704) 681-5084,https://www.waxhawcandlecompany.com/,,206,ChIJzV8DoaorVIgR0mTtoi2diEg,34.9245223,-80.74435419999999
Refresh Gift Shop,121 S Broome St,Waxhaw,NC,28173,(704) 779-6502,,,9,ChIJPaBEB5UrVIgRv3w8wRFItmQ,34.9241501,-80.74325759999999
Carrington Square Dental,2917 Providence Rd S Suite A,Waxhaw,NC,28173,(704) 243-8760,https://www.carringtonsquaredental.com/,,1083,ChIJA-TsK6idVogRneQBe7pAX9s,34.9616928,-80.75949849999999
Reigning Cats & Dogs,2115 W Roosevelt Blvd,Monroe,NC,28110,(704) 226-0626,https://rymaps.xyz/business/reigning-cats-dogs-js92uf,,17,ChIJ2fUuObkwVIgRlNFa_w7Kyo8,35.0045284,-80.5592549
Snap Fitness Waxhaw,3913 Providence Rd S,Waxhaw,NC,28173,(704) 256-1306,https://www.snapfitness.com/us/gyms/waxhaw-nc/?utm_source=gmb&utm_medium=yext,,57,ChIJzUzxv8QrVIgR_xIsnhKHWgk,34.9374315,-80.75029470000001
Mary O'Neill's Irish Pub,116 W North Main St,Waxhaw,NC,28173,(704) 256-7800,http://www.maryoneills.com/,,1824,ChIJb6a80b8rVIgRlD0PD2CgEps,34.9252129,-80.7441802
Shop,3721 Mary Elizabeth Church Rd,Waxhaw,NC,28173,(704) 291-1121,,,7,ChIJM8vd5jItVIgRM5IvjLk2Y0c,34.8572754,-80.66353699999999
Wax that Bod - Waxhaw  North Carolina,601 W South Main St,Waxhaw,NC,28173,(925) 487-2818,http://www.waxthatbodco.com/,,91,ChIJS7o0SkwrVIgRXBYV0OjNjlM,34.92390049999999,-80.7482254
Sport Clips Haircuts of Waxhaw - Prescot Village,3408 Providence Rd S Suite 220,Waxhaw,NC,28173,(704) 256-1192,https://sportclips.com/us-nc-waxhawprescotvillage-nc130?utm_source=google&utm_medium=link&utm_campaign=gbp&utm_content=soci,,21,ChIJn2-4HOMrVIgR2_ndeonyj9Y,34.9481087,-80.7560191
Waxhaw Med Spa & Hair Restoration,716 Old Providence Rd,Waxhaw,NC,28173,(980) 489-0092,https://lucyrosebeauty.com/,,21,ChIJ9WbyM90rVIgR9sIPQ2w2K0Q,34.9211395,-80.73702639999999
Salon 2917,2917 Providence Rd S Suite C,Waxhaw,NC,28173,(704) 256-1341,http://salon2917.com/,,95,ChIJdytD6wwpVIgRXUNz3n6vYS0,34.9615707,-80.7594362
Vera's Kitchen Waxhaw,203 N Broome St D,Waxhaw,NC,28173,(704) 627-4001,https://veraskitchennc.com/,,271,ChIJgejqtUUrVIgRSHJwgNPXVBc,34.9264435,-80.7442839
Cureton Cosmetic & Family Dentistry,8175-A Kensington Dr,Waxhaw,NC,28173,(704) 843-3270,http://www.curetondentistry.com/,,432,ChIJSa-yH3wpVIgRqYjP4GH-gCk,34.9549214,-80.7600331
Sweet Repeats Resale and Boutique,615 W South Main St,Waxhaw,NC,28173,(704) 843-1344,https://www.sweetrepeatswaxhaw.com/,,91,ChIJo2hQwsQrVIgRM8zYchRCwUQ,34.9238188,-80.749113
Bark and Purr Waxhaw,8117 Brisbin Drive,Waxhaw,NC,28173,(980) 220-8804,http://barkandpurrwaxhaw.com/,,7,ChIJ7zveklYpVIgRSnnhxSHX6aU,34.9721253,-80.7658021
Chase Bank,3210 Providence Rd S,Waxhaw,NC,28173,(704) 627-6300,http://locator.chase.com/?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAxMDE1NzQzNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,7,ChIJ674jL94pVIgR_hpr87ZEHPY,34.9537168,-80.75650019999999
Iris and Poppy Gift and Dress Boutique,100 E South Main St,Waxhaw,NC,28173,(704) 256-1516,http://irisandpoppy.com/,,26,ChIJ9U6QPQArVIgR6LXRnbAl9VM,34.9245185,-80.7434626
Valvoline Instant Oil Change,2525 Cuthbertson Rd,Waxhaw,NC,28173,(704) 459-6774,https://store.vioc.com/nc/waxhaw/2525-cuthbertson-road?utm_source=google&utm_medium=local&utm_campaign=localsearch,,279,ChIJkXRcFsQpVIgRHsNsqm7OCvQ,34.95663,-80.75585
Serene Dental Spa,13700 Providence Rd #110,Weddington,NC,28104,(704) 246-7551,https://serenedentalspa.com/?utm_campaign=gmb,,659,ChIJ95BfookoVIgRbQuxbCopF_o,35.0231437,-80.76389309999999
Lucy Rose Salon,109 Ethel St,Waxhaw,NC,28173,(704) 243-0065,https://www.lucyrosebeauty.com/,,43,ChIJq5wYV80rVIgRSsbA5P11Wfo,34.92065850000001,-80.7370215
Cork & Ale,113 E North Main St,Waxhaw,NC,28173,(704) 256-7757,http://corkale.com/,,226,ChIJYUJoAnYrVIgRnvIzT7srWXI,34.9253039,-80.7431727
Maxwell's Tavern,112 E South Main St,Waxhaw,NC,28173,(704) 843-2773,http://www.maxwellstavern.com/,,1696,ChIJhbd4gpUrVIgRRfd-6AhrVPo,34.9246167,-80.7430444
Second Chance Boutique by Turning Point,1201 N Broome St,Waxhaw,NC,28173,(704) 288-1898,https://www.facebook.com/secondchanceboutiqueuc/,,62,ChIJ_WexxMMrVIgRBuZz9ZWxpqI,34.9336748,-80.75010879999999
Passionate Paws Animal Hospital,1526 Providence Rd S #110,Waxhaw,NC,28173,(704) 256-7576,http://www.passionatepawsanimalhospital.com/,,319,ChIJc9L0gK4pVIgRfMNJIyj_1Sk,34.9895911,-80.7742143
88A Boutique,103 E North Main St,Waxhaw,NC,28173,,,,47,ChIJ4zLhDdkrVIgReW4gsl7Vc-I,34.92535960000001,-80.7435708
Union County Animal Shelter,3340 Presson Rd,Monroe,NC,28112,(704) 283-2308,https://www.unioncountysheriffsoffice.com/services/animal-services/adopt-a-pet,,252,ChIJRz43yM83VIgReRtGJsds4Ks,34.9802816,-80.4662193
Modern Pet Salon,13643 Providence Rd #9373,Matthews,NC,28104,(704) 846-0336,http://modernpetsalon.com/,,722,ChIJL7HXfIgoVIgRScRiEOj4_c4,35.023597,-80.76089139999999
Food Geeks Eatery,203 N Broome St suite a,Waxhaw,NC,28173,(704) 772-1713,http://www.foodgeekseatery.com/,,50,ChIJIVWQNe4rVIgRfhHGobEba_s,34.92626449999999,-80.7441703
Gréco Fresh Grille - Waxhaw,201 W South Main St Suite G,Waxhaw,NC,28173,(704) 256-5006,http://grecofreshgrille.com/,,313,ChIJayILfWsrVIgRXVfImm5PIOE,34.9243485,-80.74486979999999
Stacks Kitchen (Waxhaw),1315 N Broome St,Waxhaw,NC,28173,(704) 243-2024,http://www.stackskitchen.com/,,1213,ChIJ1-dYEcArVIgR_mDk8U7C0Zc,34.9349798,-80.7513638
LuLu Salon an Aveda Salon,528 N Broome St,Waxhaw,NC,28173,(704) 709-0555,https://www.hairsalonlulu.com/,,349,ChIJm5OnSGgrVIgRm3GsVrRa--M,34.9291623,-80.7439414
PetSmart,6420 Weddington Rd,Wesley,NC,28104,(704) 821-2526,https://www.petsmart.com/stores/us/nc/wesley-chapel-store2110.html?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,,645,ChIJFeExUhAvVIgRUxEhgWBhS_Q,34.9988736,-80.69415099999999
The Shoppes at Ardrey Kell,16615 Lancaster Hwy,Charlotte,NC,28277,(929) 388-7922,https://www.phillipsedison.com/property/north-carolina/charlotte-nc/charlotte/shoppes-ardrey-kell,,844,ChIJLVF08d2CVogRYUTDa88-Psc,35.0233139,-80.8478863
Bank of America (with Drive-thru ATM),9923 Rea Rd,Charlotte,NC,28277,(704) 246-4336,https://locators.bankofamerica.com/nc/charlotte/financial-centers-charlotte-16604.html?utm_source=GMBlisting&utm_medium=organic,,57,ChIJt98JZQQoVIgRRmL5bThWESM,35.0337306,-80.8035275
Reafield Dental,9925 Rea Rd Ste 104,Waxhaw,NC,28173,(980) 998-1629,http://www.reafielddental.com/,,61,ChIJE01vAv0pVIgRsZJaCiRuw8g,35.01961010000001,-80.8065495
NAPA Auto Parts - Waxhaw,3919D Providence Rd S,Waxhaw,NC,28173,(704) 843-2937,https://www.napaonline.com/en/NC/Waxhaw/store/23622?cid=pl_gpc_google_dac_23622_ao,,61,ChIJW1odjsQrVIgR-9cco1OW94Q,34.936861,-80.75017299999999
Atrium Health Women's Care Union OB/GYN,2700 Providence Rd S #200,Waxhaw,NC,28173,(704) 289-2553,https://atriumhealth.org/locations/detail/atrium-health-womens-care-union-obgyn-waxhaw?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,,46,ChIJQbqFrCqeVogRaqDATw4VILo,34.9640731,-80.76400749999999
Bella Pelle Spa,3808 Providence Rd S suite 102,Waxhaw,NC,28173,(980) 476-4718,https://www.labellapellespa.com/,,64,ChIJ0X3MPQ8rVIgRRX_3BUE8tEw,34.9405249,-80.7525483
Fuzion Hair Design,201 W South Main St,Waxhaw,NC,28173,(704) 843-8280,http://www.fuzionhairdesign.com/,,119,ChIJMR7rNr4rVIgRCxr91bWrZs0,34.9243206,-80.74484129999999
Moss & Black Salon,3808 Providence Rd S,Waxhaw,NC,28173,(704) 975-1499,http://www.mossandblacksalon.com/,,303,ChIJVVXZr9spVIgR9zw80ZwyRBQ,34.9404005,-80.75290439999999
Truist,8109 Kensington Dr,Waxhaw,NC,28173,(704) 243-6033,https://www.truist.com/branch/nc/waxhaw/28173/8109-kensington-dr,,23,ChIJ2TeQ8nwpVIgRUiPJBxIyoTk,34.9544879,-80.7568162
Bank of America (with Drive-thru ATM),1795 Dickerson Blvd,Monroe,NC,28110,(704) 292-2424,https://locators.bankofamerica.com/nc/monroe/financial-centers-monroe-8603.html?utm_source=GMBlisting&utm_medium=organic,,121,ChIJWZ4Iir4wVIgRafrXCKb3oAI,35.0054052,-80.5632535
